quota_definition__sid,quota__order_number,quota__geographical_areas,quota__headings,quota__commodities,quota__measurement_unit,quota__monetary_unit,quota_definition__description,quota_definition__validity_start_date,quota_definition__validity_end_date,quota_definition__suspension_periods,quota_definition__blocking_periods,quota_definition__status,quota_definition__last_allocation_date,quota_definition__initial_volume,quota_definition__balance,quota_definition__fill_rate
21591,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,1182000,#NA,0
21592,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,1182000,#NA,0
21593,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,1169000,#NA,0
21594,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,1169000,#NA,0
21595,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,13/09/2021,1128000,793057,0.296935284
21596,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,12/11/2021,1128000,1921057,0
21597,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,02/02/2022,1104000,3025057,0
21598,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,1116000,#NA,0
21599,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,1162000,#NA,0
21600,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,1162000,#NA,0
21601,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,1137000,#NA,0
21602,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,1149000,#NA,0
21603,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,1193000,#NA,0
21604,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,1193000,#NA,0
21605,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,1181000,#NA,0
21606,58095,South Korea,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,1181000,#NA,0
21631,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,28/06/2021,3623000,3623000,0
21632,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,12/11/2021,3623000,7215500,0
21633,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,31/01/2022,3544000,10759500,0
21634,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,3583000,#NA,0
21635,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,3731000,#NA,0
21636,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,3731000,#NA,0
21637,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,3650000,#NA,0
21638,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,3691000,#NA,0
21639,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,3833000,#NA,0
21640,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,3833000,#NA,0
21641,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,3791000,#NA,0
21642,58096,Norway,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305190000|7305200000|7305310000|7305390000|7305900000,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,3791000,#NA,0
21773,58097,South Korea,"7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated|7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",7209189900|7210110000|7210122000|7210128000|7210500000|7210701000|7210904000|7212101000|7212109000|7212402000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,28/09/2021,2202000,1507310,0.315481381
21774,58097,South Korea,"7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated|7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",7209189900|7210110000|7210122000|7210128000|7210500000|7210701000|7210904000|7212101000|7212109000|7212402000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,12/11/2021,2202000,3685679,0
21775,58097,South Korea,"7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated|7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",7209189900|7210110000|7210122000|7210128000|7210500000|7210701000|7210904000|7212101000|7212109000|7212402000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,22/03/2022,2154000,4626272,0
21776,58097,South Korea,"7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated|7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",7209189900|7210110000|7210122000|7210128000|7210500000|7210701000|7210904000|7212101000|7212109000|7212402000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,2178000,#NA,0
21777,58098,Taiwan,"7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated|7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",7209189900|7210110000|7210122000|7210128000|7210500000|7210701000|7210904000|7212101000|7212109000|7212402000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,27/09/2021,2408000,1423094,0.40901412
21778,58098,Taiwan,"7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated|7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",7209189900|7210110000|7210122000|7210128000|7210500000|7210701000|7210904000|7212101000|7212109000|7212402000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,29/11/2021,2408000,3285182,0
21779,58098,Taiwan,"7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated|7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",7209189900|7210110000|7210122000|7210128000|7210500000|7210701000|7210904000|7212101000|7212109000|7212402000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,18/03/2022,2356000,4650012,0
21780,58098,Taiwan,"7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated|7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",7209189900|7210110000|7210122000|7210128000|7210500000|7210701000|7210904000|7212101000|7212109000|7212402000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,2382000,#NA,0
23061,58099,China,"7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",7228302000|7228304100|7228306100|7228306900|7228307000|7228308900|7228602000|7228701000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Exhausted,26/01/2022,761000,0,1
23062,58099,China,"7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",7228302000|7228304100|7228306100|7228306900|7228307000|7228308900|7228602000|7228701000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,769000,#NA,0
23055,58100,European Union,"7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",7228302000|7228304100|7228306100|7228306900|7228307000|7228308900|7228602000|7228701000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Exhausted,10/02/2022,13708000,0,1
23056,58100,European Union,"7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",7228302000|7228304100|7228306100|7228306900|7228307000|7228308900|7228602000|7228701000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,13860000,#NA,0
23057,58101,Turkey,"7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",7228302000|7228304100|7228306100|7228306900|7228307000|7228308900|7228602000|7228701000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Critical,08/02/2022,799000,714531,0.105718398
23058,58101,Turkey,"7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",7228302000|7228304100|7228306100|7228306900|7228307000|7228308900|7228602000|7228701000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,808000,#NA,0
